customer_number,Archetype
12276,Platinum_Free
12277,Bronze_Essential
12286,Bronze_Traveller
12310,Bronze_Essential
12323,Bronze_Traveller
12329,Platinum_Free
12331,Gold_Silver_Traveller
12338,Gold_Silver_Essential
12339,Gold_Silver_Traveller
12344,Gold_Silver_Free
12345,Bronze_Traveller
12346,Gold_Silver_Essential
12356,Bronze_Traveller
12357,Platinum_Essential
12360,Bronze_Essential
12361,Gold_Silver_Traveller
12363,Gold_Silver_Traveller
12372,Gold_Silver_Essential
12379,Bronze_Essential
12391,Gold_Silver_Traveller
12393,Gold_Silver_Essential
12394,Bronze_Traveller
12398,Gold_Silver_Traveller
12401,Gold_Silver_Essential
12409,Gold_Silver_Traveller
12412,Gold_Silver_Essential
12419,Gold_Silver_Traveller
12422,Gold_Silver_Free
12432,Gold_Silver_Free
12434,Platinum_Essential
12437,Bronze_Essential
12440,Bronze_Essential
12443,Gold_Silver_Essential
12450,Gold_Silver_Essential
12452,Gold_Silver_Essential
12453,Bronze_Traveller
12467,Bronze_Traveller
12473,Bronze_Essential
12474,Bronze_Traveller
12476,Gold_Silver_Traveller
12480,Bronze_Essential
12482,Gold_Silver_Traveller
12483,Bronze_Essential
12485,Bronze_Traveller
12489,Platinum_Essential
12490,Bronze_Traveller
12508,Bronze_Traveller
12510,Bronze_Traveller
12511,Gold_Silver_Traveller
12517,Gold_Silver_Essential
12520,Gold_Silver_Traveller
12522,Bronze_Essential
12523,Gold_Silver_Free
12530,Bronze_Essential
12537,Gold_Silver_Essential
12538,Bronze_Traveller
12541,Gold_Silver_Essential
12545,Platinum_Essential
12548,Bronze_Essential
12550,Gold_Silver_Essential
12557,Gold_Silver_Free
12562,Bronze_Traveller
12563,Bronze_Essential
12569,Gold_Silver_Free
12570,Bronze_Essential
12573,Bronze_Essential
12574,Gold_Silver_Traveller
12576,Gold_Silver_Traveller
12596,Gold_Silver_Traveller
12598,Gold_Silver_Essential
12606,Gold_Silver_Free
12611,Gold_Silver_Essential
12613,Gold_Silver_Traveller
12616,Gold_Silver_Essential
12618,Gold_Silver_Traveller
12628,Platinum_Essential
12635,Gold_Silver_Essential
12640,Bronze_Essential
12641,Gold_Silver_Free
12644,Bronze_Traveller
12647,Gold_Silver_Essential
12650,Bronze_Traveller
12657,Bronze_Essential
12668,Gold_Silver_Essential
12675,Bronze_Traveller
12682,Gold_Silver_Traveller
12687,Platinum_Essential
12693,Gold_Silver_Traveller
12703,Gold_Silver_Free
12705,Gold_Silver_Essential
12707,Bronze_Traveller
12711,Bronze_Traveller
12719,Gold_Silver_Essential
12721,Bronze_Traveller
12731,Gold_Silver_Essential
12733,Gold_Silver_Traveller
12735,Gold_Silver_Essential
12738,Gold_Silver_Essential
12739,Bronze_Traveller
12744,Platinum_Essential
12746,Bronze_Essential
12753,Gold_Silver_Traveller
12766,Gold_Silver_Traveller
12771,Gold_Silver_Traveller
12778,Bronze_Essential
12792,Gold_Silver_Traveller
12796,Gold_Silver_Free
12798,Bronze_Essential
12800,Gold_Silver_Free
12816,Bronze_Essential
12825,Bronze_Traveller
12828,Gold_Silver_Essential
12829,Gold_Silver_Traveller
12831,Bronze_Traveller
12834,Gold_Silver_Traveller
12838,Gold_Silver_Essential
12844,Gold_Silver_Essential
12846,Gold_Silver_Essential
12847,Bronze_Traveller
12852,Bronze_Traveller
12855,Gold_Silver_Essential
12861,Gold_Silver_Essential
12862,Bronze_Traveller
12863,Bronze_Traveller
12865,Gold_Silver_Traveller
12872,Bronze_Traveller
12874,Bronze_Essential
12875,Bronze_Traveller
12883,Bronze_Traveller
12886,Gold_Silver_Essential
12889,Bronze_Traveller
12901,Gold_Silver_Traveller
12915,Bronze_Essential
12917,Gold_Silver_Traveller
12920,Bronze_Essential
12922,Bronze_Traveller
12925,Gold_Silver_Essential
12930,Platinum_Essential
12934,Bronze_Traveller
12935,Gold_Silver_Essential
12945,Bronze_Essential
12946,Platinum_Essential
12950,Bronze_Traveller
12964,Bronze_Traveller
12968,Gold_Silver_Traveller
12969,Bronze_Traveller
12973,Gold_Silver_Traveller
12978,Gold_Silver_Free
12981,Gold_Silver_Traveller
12993,Gold_Silver_Essential
13002,Gold_Silver_Traveller
13006,Gold_Silver_Free
13017,Bronze_Traveller
13029,Platinum_Free
13031,Bronze_Essential
13034,Gold_Silver_Free
13038,Bronze_Traveller
13041,Platinum_Essential
13047,Gold_Silver_Essential
13048,Bronze_Traveller
13056,Gold_Silver_Free
13057,Platinum_Free
13060,Platinum_Essential
13069,Bronze_Traveller
13072,Gold_Silver_Essential
13086,Gold_Silver_Essential
13090,Gold_Silver_Free
13095,Gold_Silver_Free
13099,Bronze_Traveller
13101,Gold_Silver_Traveller
13109,Gold_Silver_Essential
13111,Bronze_Essential
13118,Platinum_Free
13122,Gold_Silver_Essential
13131,Platinum_Free
13138,Bronze_Traveller
13143,Gold_Silver_Essential
13147,Gold_Silver_Free
13148,Platinum_Free
13161,Gold_Silver_Traveller
13165,Gold_Silver_Essential
13166,Gold_Silver_Essential
13169,Bronze_Traveller
13181,Bronze_Traveller
13182,Bronze_Traveller
13188,Gold_Silver_Free
13189,Gold_Silver_Essential
13201,Gold_Silver_Free
13205,Gold_Silver_Free
13206,Platinum_Free
13210,Bronze_Essential
13211,Gold_Silver_Essential
13218,Gold_Silver_Essential
13227,Gold_Silver_Traveller
13238,Gold_Silver_Free
13250,Gold_Silver_Essential
13253,Bronze_Traveller
13254,Bronze_Traveller
13266,Gold_Silver_Essential
13268,Gold_Silver_Essential
13270,Gold_Silver_Essential
13274,Bronze_Traveller
13275,Gold_Silver_Essential
13277,Gold_Silver_Traveller
13281,Bronze_Traveller
13301,Bronze_Essential
13307,Gold_Silver_Essential
13316,Gold_Silver_Free
13323,Bronze_Essential
13334,Platinum_Free
13339,Gold_Silver_Essential
13340,Bronze_Essential
13366,Gold_Silver_Essential
13367,Bronze_Traveller
13368,Gold_Silver_Essential
13370,Bronze_Traveller
13374,Platinum_Essential
13376,Gold_Silver_Traveller
13378,Gold_Silver_Traveller
13380,Bronze_Essential
13391,Gold_Silver_Essential
13394,Gold_Silver_Essential
13397,Gold_Silver_Essential
13405,Bronze_Traveller
13409,Gold_Silver_Free
13412,Gold_Silver_Essential
13419,Bronze_Traveller
13420,Gold_Silver_Essential
13427,Gold_Silver_Traveller
13429,Gold_Silver_Essential
13431,Platinum_Essential
13432,Bronze_Traveller
13441,Platinum_Free
13449,Bronze_Traveller
13454,Gold_Silver_Free
13456,Gold_Silver_Essential
13468,Bronze_Traveller
13470,Gold_Silver_Essential
13476,Bronze_Traveller
13502,Bronze_Essential
13504,Platinum_Free
13508,Gold_Silver_Essential
13517,Gold_Silver_Essential
13531,Bronze_Traveller
13535,Bronze_Traveller
13536,Bronze_Essential
13537,Gold_Silver_Traveller
13545,Bronze_Traveller
13550,Gold_Silver_Traveller
13551,Gold_Silver_Traveller
13564,Bronze_Traveller
13572,Platinum_Free
13580,Gold_Silver_Essential
13588,Bronze_Essential
13600,Bronze_Essential
13601,Platinum_Free
13605,Bronze_Traveller
13606,Gold_Silver_Traveller
13607,Gold_Silver_Free
13618,Gold_Silver_Essential
13634,Platinum_Free
13637,Gold_Silver_Essential
13639,Platinum_Essential
13655,Gold_Silver_Essential
13659,Bronze_Traveller
13667,Gold_Silver_Traveller
13682,Gold_Silver_Essential
13684,Gold_Silver_Essential
13694,Gold_Silver_Traveller
13695,Bronze_Essential
13696,Bronze_Traveller
13698,Bronze_Essential
13699,Gold_Silver_Free
13700,Platinum_Essential
13710,Gold_Silver_Traveller
13713,Gold_Silver_Essential
13718,Bronze_Traveller
13723,Platinum_Essential
13726,Bronze_Traveller
13727,Gold_Silver_Essential
13730,Gold_Silver_Free
13736,Gold_Silver_Essential
13737,Bronze_Traveller
13739,Bronze_Traveller
13745,Platinum_Free
13757,Gold_Silver_Essential
13775,Bronze_Essential
13776,Gold_Silver_Essential
13793,Platinum_Free
13801,Gold_Silver_Free
13804,Gold_Silver_Essential
13806,Gold_Silver_Free
13807,Bronze_Traveller
13826,Gold_Silver_Traveller
13849,Bronze_Essential
13850,Gold_Silver_Traveller
13852,Bronze_Essential
13868,Gold_Silver_Free
13874,Bronze_Traveller
13879,Gold_Silver_Free
13888,Gold_Silver_Essential
13889,Gold_Silver_Free
13895,Bronze_Traveller
13900,Platinum_Essential
13903,Gold_Silver_Essential
13906,Bronze_Essential
13908,Gold_Silver_Essential
13913,Gold_Silver_Essential
13921,Gold_Silver_Essential
13925,Gold_Silver_Free
13928,Gold_Silver_Traveller
13932,Gold_Silver_Free
13935,Bronze_Essential
13936,Gold_Silver_Essential
13939,Bronze_Traveller
13946,Gold_Silver_Essential
13962,Gold_Silver_Essential
13967,Bronze_Traveller
13969,Gold_Silver_Essential
13972,Gold_Silver_Essential
13975,Gold_Silver_Essential
13981,Gold_Silver_Essential
13985,Bronze_Essential
13995,Gold_Silver_Traveller
14000,Gold_Silver_Traveller
14011,Bronze_Traveller
14014,Gold_Silver_Essential
14021,Bronze_Essential
14027,Gold_Silver_Free
14037,Bronze_Traveller
14051,Gold_Silver_Traveller
14057,Gold_Silver_Essential
14060,Bronze_Traveller
14085,Gold_Silver_Essential
14086,Bronze_Essential
14095,Gold_Silver_Free
14096,Gold_Silver_Essential
14104,Gold_Silver_Traveller
14105,Gold_Silver_Essential
14111,Gold_Silver_Traveller
14122,Gold_Silver_Free
14127,Bronze_Essential
14130,Platinum_Free
14132,Platinum_Essential
14135,Bronze_Traveller
14138,Bronze_Essential
14139,Gold_Silver_Essential
14144,Gold_Silver_Free
14146,Platinum_Free
14148,Bronze_Traveller
14154,Gold_Silver_Essential
14159,Gold_Silver_Essential
14177,Platinum_Essential
14183,Gold_Silver_Essential
14192,Gold_Silver_Traveller
14196,Gold_Silver_Free
14197,Bronze_Traveller
14203,Platinum_Essential
14213,Gold_Silver_Essential
14216,Platinum_Essential
14219,Gold_Silver_Essential
14221,Gold_Silver_Essential
14233,Gold_Silver_Traveller
14239,Gold_Silver_Essential
14240,Gold_Silver_Essential
14251,Gold_Silver_Essential
14253,Platinum_Free
14257,Gold_Silver_Essential
14260,Bronze_Essential
14279,Gold_Silver_Essential
14282,Gold_Silver_Essential
14283,Bronze_Traveller
14297,Platinum_Essential
14302,Bronze_Traveller
14309,Platinum_Essential
14326,Gold_Silver_Essential
14329,Gold_Silver_Free
14335,Gold_Silver_Essential
14343,Gold_Silver_Traveller
14351,Gold_Silver_Traveller
14353,Gold_Silver_Essential
14361,Gold_Silver_Free
14375,Bronze_Traveller
14377,Gold_Silver_Traveller
14381,Gold_Silver_Essential
14389,Bronze_Traveller
14398,Bronze_Traveller
14407,Bronze_Traveller
14409,Gold_Silver_Traveller
14412,Bronze_Traveller
14427,Gold_Silver_Essential
14428,Gold_Silver_Essential
14442,Gold_Silver_Traveller
14444,Platinum_Essential
14445,Bronze_Traveller
14446,Gold_Silver_Traveller
14459,Gold_Silver_Traveller
14464,Bronze_Traveller
14481,Gold_Silver_Traveller
14495,Gold_Silver_Traveller
14496,Bronze_Traveller
14500,Gold_Silver_Free
14503,Gold_Silver_Traveller
14506,Gold_Silver_Traveller
14515,Gold_Silver_Traveller
14528,Platinum_Free
14538,Gold_Silver_Traveller
14539,Gold_Silver_Free
14543,Platinum_Free
14545,Bronze_Traveller
14549,Bronze_Traveller
14554,Bronze_Traveller
14555,Gold_Silver_Free
14556,Gold_Silver_Essential
14559,Gold_Silver_Traveller
14566,Gold_Silver_Essential
14568,Bronze_Traveller
14573,Gold_Silver_Essential
14575,Bronze_Traveller
14577,Gold_Silver_Essential
14586,Gold_Silver_Traveller
14595,Gold_Silver_Traveller
14597,Bronze_Traveller
14610,Gold_Silver_Traveller
14612,Platinum_Free
14613,Gold_Silver_Traveller
14620,Platinum_Essential
14621,Gold_Silver_Essential
14633,Gold_Silver_Traveller
14635,Gold_Silver_Essential
14656,Bronze_Traveller
14663,Gold_Silver_Traveller
14666,Gold_Silver_Essential
14668,Gold_Silver_Traveller
14670,Gold_Silver_Traveller
14671,Gold_Silver_Essential
14674,Gold_Silver_Traveller
14678,Bronze_Traveller
14680,Gold_Silver_Traveller
14695,Gold_Silver_Traveller
14700,Gold_Silver_Traveller
14706,Gold_Silver_Traveller
14711,Gold_Silver_Free
14713,Gold_Silver_Essential
14716,Gold_Silver_Traveller
14719,Platinum_Free
14723,Gold_Silver_Essential
14727,Bronze_Traveller
14728,Gold_Silver_Free
14734,Gold_Silver_Traveller
14737,Platinum_Free
14741,Gold_Silver_Traveller
14761,Gold_Silver_Traveller
14768,Gold_Silver_Traveller
14770,Platinum_Free
14778,Gold_Silver_Essential
14780,Bronze_Traveller
14782,Gold_Silver_Traveller
14784,Bronze_Essential
14790,Bronze_Essential
14797,Platinum_Free
14801,Gold_Silver_Traveller
14805,Gold_Silver_Traveller
14806,Gold_Silver_Essential
14817,Gold_Silver_Traveller
14819,Bronze_Traveller
14825,Gold_Silver_Free
14828,Gold_Silver_Essential
14834,Gold_Silver_Essential
14837,Gold_Silver_Free
14839,Bronze_Traveller
14846,Gold_Silver_Free
14848,Gold_Silver_Traveller
14866,Gold_Silver_Essential
14870,Gold_Silver_Essential
14871,Bronze_Traveller
14872,Bronze_Traveller
14880,Platinum_Essential
14881,Bronze_Essential
14885,Bronze_Traveller
14887,Bronze_Essential
14891,Bronze_Essential
14893,Platinum_Essential
14907,Gold_Silver_Traveller
14909,Bronze_Traveller
14910,Bronze_Traveller
14920,Bronze_Traveller
14922,Bronze_Traveller
14931,Gold_Silver_Free
14932,Gold_Silver_Essential
14951,Gold_Silver_Essential
14962,Gold_Silver_Essential
14963,Gold_Silver_Traveller
14967,Platinum_Free
14974,Gold_Silver_Traveller
14976,Gold_Silver_Traveller
14979,Bronze_Traveller
14982,Gold_Silver_Traveller
14984,Bronze_Traveller
14995,Bronze_Essential
14998,Bronze_Traveller
14999,Gold_Silver_Essential
15003,Gold_Silver_Essential
15016,Bronze_Traveller
15018,Gold_Silver_Traveller
15019,Bronze_Traveller
15022,Gold_Silver_Traveller
15024,Gold_Silver_Essential
15035,Bronze_Traveller
15059,Bronze_Traveller
15068,Gold_Silver_Traveller
15070,Gold_Silver_Essential
15076,Gold_Silver_Free
15091,Bronze_Traveller
15114,Platinum_Essential
15118,Bronze_Essential
15125,Bronze_Traveller
15135,Platinum_Essential
15142,Gold_Silver_Essential
15144,Platinum_Essential
15145,Gold_Silver_Traveller
15150,Platinum_Essential
15160,Gold_Silver_Traveller
15167,Gold_Silver_Free
15177,Gold_Silver_Traveller
15191,Gold_Silver_Free
15196,Bronze_Traveller
15197,Gold_Silver_Essential
15203,Gold_Silver_Free
15215,Gold_Silver_Traveller
15217,Platinum_Free
15221,Bronze_Traveller
15227,Bronze_Traveller
15234,Gold_Silver_Traveller
15239,Bronze_Traveller
15240,Bronze_Traveller
15245,Bronze_Traveller
15249,Platinum_Essential
15259,Gold_Silver_Essential
15262,Gold_Silver_Traveller
15263,Bronze_Traveller
15265,Gold_Silver_Free
15268,Bronze_Traveller
15270,Gold_Silver_Essential
15274,Platinum_Free
15276,Bronze_Traveller
15280,Gold_Silver_Traveller
15282,Gold_Silver_Traveller
15284,Gold_Silver_Essential
15294,Gold_Silver_Traveller
15302,Gold_Silver_Free
15308,Gold_Silver_Essential
15310,Gold_Silver_Traveller
15311,Bronze_Traveller
15316,Gold_Silver_Free
15328,Bronze_Traveller
15335,Bronze_Traveller
15339,Gold_Silver_Essential
15344,Gold_Silver_Traveller
15347,Gold_Silver_Traveller
15354,Platinum_Free
15365,Bronze_Traveller
15371,Bronze_Traveller
15373,Gold_Silver_Traveller
15391,Platinum_Free
15394,Bronze_Traveller
15403,Gold_Silver_Essential
15407,Gold_Silver_Traveller
15412,Bronze_Essential
15414,Bronze_Essential
15419,Gold_Silver_Traveller
15426,Platinum_Free
15439,Bronze_Essential
15447,Gold_Silver_Traveller
15449,Bronze_Traveller
15455,Gold_Silver_Traveller
15458,Bronze_Traveller
15459,Bronze_Traveller
15463,Bronze_Traveller
15481,Gold_Silver_Traveller
15492,Gold_Silver_Free
15499,Bronze_Traveller
15502,Gold_Silver_Free
15503,Gold_Silver_Free
15513,Bronze_Traveller
15527,Gold_Silver_Essential
15541,Gold_Silver_Traveller
15544,Platinum_Free
15554,Gold_Silver_Free
15556,Bronze_Essential
15568,Gold_Silver_Essential
15571,Gold_Silver_Essential
15573,Gold_Silver_Traveller
15588,Bronze_Essential
15596,Platinum_Free
15601,Gold_Silver_Traveller
15604,Gold_Silver_Free
15605,Bronze_Traveller
15609,Platinum_Free
15616,Bronze_Traveller
15617,Bronze_Traveller
15621,Gold_Silver_Traveller
15622,Gold_Silver_Essential
15634,Bronze_Essential
15651,Gold_Silver_Traveller
15654,Gold_Silver_Traveller
15664,Bronze_Traveller
15667,Gold_Silver_Essential
15669,Gold_Silver_Free
15671,Gold_Silver_Traveller
15682,Gold_Silver_Traveller
15684,Gold_Silver_Free
15685,Gold_Silver_Free
15690,Bronze_Traveller
15702,Bronze_Traveller
15709,Bronze_Traveller
15717,Gold_Silver_Free
15723,Bronze_Traveller
15728,Bronze_Traveller
15738,Platinum_Free
15743,Gold_Silver_Essential
15753,Gold_Silver_Traveller
15763,Gold_Silver_Essential
15768,Gold_Silver_Traveller
15772,Bronze_Essential
15773,Bronze_Traveller
15774,Gold_Silver_Traveller
15778,Gold_Silver_Traveller
15788,Platinum_Free
15793,Bronze_Traveller
15801,Gold_Silver_Essential
15813,Platinum_Free
15815,Platinum_Essential
15821,Bronze_Traveller
15827,Bronze_Traveller
15831,Bronze_Traveller
15838,Gold_Silver_Traveller
15839,Bronze_Traveller
15843,Bronze_Traveller
15850,Bronze_Traveller
15852,Gold_Silver_Traveller
15864,Gold_Silver_Essential
15865,Gold_Silver_Traveller
15875,Gold_Silver_Essential
15879,Gold_Silver_Traveller
15902,Gold_Silver_Free
15911,Gold_Silver_Traveller
15920,Gold_Silver_Essential
15932,Gold_Silver_Traveller
15933,Platinum_Essential
15934,Gold_Silver_Free
15939,Gold_Silver_Essential
15942,Gold_Silver_Traveller
15943,Gold_Silver_Traveller
15945,Gold_Silver_Essential
15960,Bronze_Traveller
15963,Gold_Silver_Free
15966,Gold_Silver_Traveller
15967,Gold_Silver_Essential
15970,Gold_Silver_Free
15972,Platinum_Free
15978,Bronze_Essential
15980,Gold_Silver_Essential
16002,Bronze_Traveller
16012,Bronze_Traveller
16018,Bronze_Traveller
16022,Platinum_Free
16029,Bronze_Traveller
16031,Bronze_Traveller
16038,Gold_Silver_Traveller
16039,Gold_Silver_Free
16040,Bronze_Essential
16041,Gold_Silver_Traveller
16043,Platinum_Free
16048,Bronze_Essential
16049,Gold_Silver_Traveller
16054,Gold_Silver_Traveller
16076,Bronze_Traveller
16081,Gold_Silver_Traveller
16084,Gold_Silver_Traveller
16086,Gold_Silver_Traveller
16100,Bronze_Traveller
16102,Bronze_Traveller
16106,Bronze_Traveller
16117,Platinum_Essential
16125,Gold_Silver_Traveller
16140,Gold_Silver_Traveller
16144,Gold_Silver_Essential
16154,Gold_Silver_Essential
16163,Gold_Silver_Traveller
16165,Platinum_Free
16167,Gold_Silver_Traveller
16172,Gold_Silver_Traveller
16173,Bronze_Traveller
16184,Bronze_Traveller
16193,Gold_Silver_Essential
16195,Gold_Silver_Free
16196,Gold_Silver_Traveller
16203,Platinum_Free
16205,Gold_Silver_Essential
16220,Gold_Silver_Essential
16227,Gold_Silver_Traveller
16229,Bronze_Traveller
16231,Bronze_Traveller
16234,Bronze_Traveller
16254,Gold_Silver_Traveller
16281,Gold_Silver_Essential
16287,Gold_Silver_Free
16292,Platinum_Essential
16294,Gold_Silver_Free
16295,Gold_Silver_Traveller
16301,Bronze_Traveller
16303,Bronze_Traveller
16306,Bronze_Traveller
16316,Gold_Silver_Essential
